timestamp,rct_px,threshold,anaomaly
0,0.05787469656291917,0.1538742350688897,False
1,0.038496590022599385,0.1538742350688897,False
2,0.031181769775313624,0.1538742350688897,False
3,0.032661690431390326,0.1538742350688897,False
4,0.05479913883881178,0.1538742350688897,False
5,0.034290962039247495,0.1538742350688897,False
6,0.05509285719240049,0.1538742350688897,False
7,0.028912291361305194,0.1538742350688897,False
8,0.05579544301222924,0.1538742350688897,False
9,0.040240825723578524,0.1538742350688897,False
10,0.023672947934281627,0.1538742350688897,False
11,0.020896831295291924,0.1538742350688897,False
12,0.024451789481549767,0.1538742350688897,False
13,0.043427323537252274,0.1538742350688897,False
14,0.03822698238550283,0.1538742350688897,False
15,0.05725908663184151,0.1538742350688897,False
16,0.034917826126647934,0.1538742350688897,False
17,0.033984748676540735,0.1538742350688897,False
18,0.02443339119046219,0.1538742350688897,False
19,0.03632662843341196,0.1538742350688897,False
20,0.03496942212861249,0.1538742350688897,False
21,0.01730494198701537,0.1538742350688897,False
22,0.07427975614326078,0.1538742350688897,False
23,0.04945602675859348,0.1538742350688897,False
24,0.038355998126999115,0.1538742350688897,False
25,0.037728608929441604,0.1538742350688897,False
26,0.03859867235924627,0.1538742350688897,False
27,0.04109452004938611,0.1538742350688897,False
28,0.03241511561062996,0.1538742350688897,False
29,0.03496242191185183,0.1538742350688897,False
30,0.029786477418812678,0.1538742350688897,False
31,0.032726151387000434,0.1538742350688897,False
32,0.0362967189359346,0.1538742350688897,False
33,0.041407992793357204,0.1538742350688897,False
34,0.05446245838187896,0.1538742350688897,False
35,0.031384487980934475,0.1538742350688897,False
36,0.03354577613231338,0.1538742350688897,False
37,0.04366433903910984,0.1538742350688897,False
38,0.03766197381075903,0.1538742350688897,False
39,0.027922780032631947,0.1538742350688897,False
40,0.026975975827112246,0.1538742350688897,False
41,0.04419553923673718,0.1538742350688897,False
42,0.048748941013665975,0.1538742350688897,False
43,0.02896052663124349,0.1538742350688897,False
44,0.04081024780439768,0.1538742350688897,False
45,0.038739341409305565,0.1538742350688897,False
46,0.04976398575474528,0.1538742350688897,False
47,0.0557726331159505,0.1538742350688897,False
48,0.03910671776654089,0.1538742350688897,False
49,0.06570939031708366,0.1538742350688897,False
50,0.02994214279446202,0.1538742350688897,False
51,0.05136430565351487,0.1538742350688897,False
52,0.05541143693691115,0.1538742350688897,False
53,0.034572767207574656,0.1538742350688897,False
54,0.038512335056971304,0.1538742350688897,False
55,0.034996833270928625,0.1538742350688897,False
56,0.029741561956552122,0.1538742350688897,False
57,0.05681577098148459,0.1538742350688897,False
58,0.03985342222382605,0.1538742350688897,False
59,0.06343020460405219,0.1538742350688897,False
60,0.07431652557118186,0.1538742350688897,False
61,0.03145745795024481,0.1538742350688897,False
62,0.0276295424051989,0.1538742350688897,False
63,0.035246109808952576,0.1538742350688897,False
64,0.0483252511591098,0.1538742350688897,False
65,0.0432403384361036,0.1538742350688897,False
66,0.03731724327858757,0.1538742350688897,False
67,0.05490590222204451,0.1538742350688897,False
68,0.03705493985748751,0.1538742350688897,False
69,0.03311383751309126,0.1538742350688897,False
70,0.03968906595992506,0.1538742350688897,False
71,0.03792816511603309,0.1538742350688897,False
72,0.029699174612417438,0.1538742350688897,False
73,0.05962817119865493,0.1538742350688897,False
74,0.04652858711016199,0.1538742350688897,False
75,0.03516420779649078,0.1538742350688897,False
76,0.03966052310921161,0.1538742350688897,False
77,0.025055468865249245,0.1538742350688897,False
78,0.041228683951884386,0.1538742350688897,False
79,0.04681448511425098,0.1538742350688897,False
80,0.026853286416840254,0.1538742350688897,False
81,0.06514849298891605,0.1538742350688897,False
82,0.054869540025189796,0.1538742350688897,False
83,0.05372400246989668,0.1538742350688897,False
84,0.040930501592527715,0.1538742350688897,False
85,0.04480575194383718,0.1538742350688897,False
86,0.054060799868947434,0.1538742350688897,False
87,0.09111828741580748,0.1538742350688897,False
88,0.050935094186510516,0.1538742350688897,False
89,0.05887013228080616,0.1538742350688897,False
90,0.05379814078107854,0.1538742350688897,False
91,0.055167834645717145,0.1538742350688897,False
92,0.07294225538392805,0.1538742350688897,False
93,0.05777656528738044,0.1538742350688897,False
94,0.043041868125763154,0.1538742350688897,False
95,0.06020692670149351,0.1538742350688897,False
96,0.04517725715252249,0.1538742350688897,False
97,0.04146537021462067,0.1538742350688897,False
98,0.06505968682514993,0.1538742350688897,False
99,0.05071133656303558,0.1538742350688897,False
100,0.04962182215214174,0.1538742350688897,False
101,0.0660864056109344,0.1538742350688897,False
102,0.07977140754033193,0.1538742350688897,False
103,0.07203164946984,0.1538742350688897,False
104,0.10257305693928244,0.1538742350688897,False
105,0.06155699909466567,0.1538742350688897,False
106,0.0377318666568283,0.1538742350688897,False
107,0.06664582435475916,0.1538742350688897,False
108,0.05819901292260914,0.1538742350688897,False
109,0.041799973913424,0.1538742350688897,False
110,0.053675434922682674,0.1538742350688897,False
111,0.04463168091450972,0.1538742350688897,False
112,0.06055159399800458,0.1538742350688897,False
113,0.05470304067316952,0.1538742350688897,False
114,0.07268080554007578,0.1538742350688897,False
115,0.053291393889395175,0.1538742350688897,False
116,0.06696087231359288,0.1538742350688897,False
117,0.041764799442039986,0.1538742350688897,False
118,0.03695523359142623,0.1538742350688897,False
119,0.033605382649028674,0.1538742350688897,False
120,0.05166936472018989,0.1538742350688897,False
121,0.03767123560208212,0.1538742350688897,False
122,0.04200478882199843,0.1538742350688897,False
123,0.05391389676371972,0.1538742350688897,False
124,0.03496207145042677,0.1538742350688897,False
125,0.03164757724740037,0.1538742350688897,False
126,0.0667672475461519,0.1538742350688897,False
127,0.04733634437408145,0.1538742350688897,False
128,0.05779806193553101,0.1538742350688897,False
129,0.08846144717169614,0.1538742350688897,False
130,0.03461536978935985,0.1538742350688897,False
131,0.03917832957913574,0.1538742350688897,False
132,0.045527869738003095,0.1538742350688897,False
133,0.053998809494713335,0.1538742350688897,False
134,0.07743812146672784,0.1538742350688897,False
135,0.036742310030714334,0.1538742350688897,False
136,0.055532753186044746,0.1538742350688897,False
137,0.04618944100239159,0.1538742350688897,False
138,0.05031681544909233,0.1538742350688897,False
139,0.04432327271569685,0.1538742350688897,False
140,0.059486739370722845,0.1538742350688897,False
141,0.059862298773256065,0.1538742350688897,False
142,0.06277905876919751,0.1538742350688897,False
143,0.06043921506006403,0.1538742350688897,False
144,0.07311642353177229,0.1538742350688897,False
145,0.07122309552639051,0.1538742350688897,False
146,0.05918974868761864,0.1538742350688897,False
147,0.05435221124958351,0.1538742350688897,False
148,0.048683394576921765,0.1538742350688897,False
149,0.04335414281518475,0.1538742350688897,False
150,0.06654466654862361,0.1538742350688897,False
151,0.04804938007816208,0.1538742350688897,False
152,0.084824030154542,0.1538742350688897,False
153,0.08349968420839964,0.1538742350688897,False
154,0.07213499425917945,0.1538742350688897,False
155,0.08134044432650342,0.1538742350688897,False
156,0.06651106550307953,0.1538742350688897,False
157,0.06887544636277895,0.1538742350688897,False
158,0.049967472646385444,0.1538742350688897,False
159,0.0880053068814366,0.1538742350688897,False
160,0.049690113114869046,0.1538742350688897,False
161,0.06996978334318932,0.1538742350688897,False
162,0.03826620614579045,0.1538742350688897,False
163,0.05253191909082452,0.1538742350688897,False
164,0.053865174543388114,0.1538742350688897,False
165,0.03696391547478684,0.1538742350688897,False
166,0.05793467550889463,0.1538742350688897,False
167,0.046763597098428554,0.1538742350688897,False
168,0.045737210514486246,0.1538742350688897,False
169,0.06556370723738601,0.1538742350688897,False
170,0.0853790570702069,0.1538742350688897,False
171,0.055991422854762475,0.1538742350688897,False
172,0.04951777401858368,0.1538742350688897,False
173,0.096445456704045,0.1538742350688897,False
174,0.06753897071150448,0.1538742350688897,False
175,0.07893143144530994,0.1538742350688897,False
176,0.03777825993623844,0.1538742350688897,False
177,0.049925609675434905,0.1538742350688897,False
178,0.02810113601300959,0.1538742350688897,False
179,0.05251254126316344,0.1538742350688897,False
180,0.09025308626396553,0.1538742350688897,False
181,0.08598333055520814,0.1538742350688897,False
182,0.07526791622678493,0.1538742350688897,False
183,0.06737617247041644,0.1538742350688897,False
184,0.049157878126293436,0.1538742350688897,False
185,0.034138426320079344,0.1538742350688897,False
186,0.03958824305142791,0.1538742350688897,False
187,0.06475053010364308,0.1538742350688897,False
188,0.046456443679611735,0.1538742350688897,False
189,0.06693625167679393,0.1538742350688897,False
190,0.06567992408581769,0.1538742350688897,False
191,0.05602730879181397,0.1538742350688897,False
192,0.06476137170049566,0.1538742350688897,False
193,0.053773150576160916,0.1538742350688897,False
194,0.04484633840720736,0.1538742350688897,False
195,0.03288428942364312,0.1538742350688897,False
196,0.07555582798538829,0.1538742350688897,False
197,0.04074587892261177,0.1538742350688897,False
198,0.04492517667254792,0.1538742350688897,False
199,0.05824514697798278,0.1538742350688897,False
200,0.0526299768340916,0.1538742350688897,False
201,0.057611639452038024,0.1538742350688897,False
202,0.05260275267517955,0.1538742350688897,False
203,0.0713791746537469,0.1538742350688897,False
204,0.0500766075922982,0.1538742350688897,False
205,0.06511547728003007,0.1538742350688897,False
206,0.05832170327003354,0.1538742350688897,False
207,0.08484326440719309,0.1538742350688897,False
208,0.06007370705434319,0.1538742350688897,False
209,0.08074141751630898,0.1538742350688897,False
210,0.057852425039440866,0.1538742350688897,False
211,0.04209992931052647,0.1538742350688897,False
212,0.03822857665218847,0.1538742350688897,False
213,0.10565987158963701,0.1538742350688897,False
214,0.045654296176655854,0.1538742350688897,False
215,0.03752402425808722,0.1538742350688897,False
216,0.04826105135474134,0.1538742350688897,False
217,0.06829832078874845,0.1538742350688897,False
218,0.04838773758181751,0.1538742350688897,False
219,0.06597857589972635,0.1538742350688897,False
220,0.06752069753331043,0.1538742350688897,False
221,0.06417348059352251,0.1538742350688897,False
222,0.06263646361980514,0.1538742350688897,False
223,0.05026695307504392,0.1538742350688897,False
224,0.08885142869060039,0.1538742350688897,False
225,0.05212096885792765,0.1538742350688897,False
226,0.062094443189440865,0.1538742350688897,False
227,0.04459615113373786,0.1538742350688897,False
228,0.05527395886292407,0.1538742350688897,False
229,0.0746082319750616,0.1538742350688897,False
230,0.0477466388909955,0.1538742350688897,False
231,0.03997674989545789,0.1538742350688897,False
232,0.07122187282782101,0.1538742350688897,False
233,0.11057016271394074,0.1538742350688897,False
234,0.07476467012632032,0.1538742350688897,False
235,0.04956736650595958,0.1538742350688897,False
236,0.060835118170486896,0.1538742350688897,False
237,0.0715127531709887,0.1538742350688897,False
238,0.10678704929460918,0.1538742350688897,False
239,0.05221344514444904,0.1538742350688897,False
240,0.10566504656479762,0.1538742350688897,False
241,0.08576684342550647,0.1538742350688897,False
242,0.04816457839842672,0.1538742350688897,False
243,0.05103703327584925,0.1538742350688897,False
244,0.06179393203809399,0.1538742350688897,False
245,0.074722437638552,0.1538742350688897,False
246,0.08508782255501125,0.1538742350688897,False
247,0.054500453312709016,0.1538742350688897,False
248,0.05234521021738766,0.1538742350688897,False
249,0.06760972761944098,0.1538742350688897,False
250,0.08203441535999566,0.1538742350688897,False
251,0.06445461877939625,0.1538742350688897,False
252,0.057042704612014286,0.1538742350688897,False
253,0.05209230896831896,0.1538742350688897,False
254,0.03928344345849473,0.1538742350688897,False
255,0.06363066863301856,0.1538742350688897,False
256,0.042429742424918225,0.1538742350688897,False
257,0.04945149673195216,0.1538742350688897,False
258,0.056969353605118525,0.1538742350688897,False
259,0.04910848394333424,0.1538742350688897,False
260,0.05205959089758308,0.1538742350688897,False
261,0.03799757988604743,0.1538742350688897,False
262,0.04528807418272029,0.1538742350688897,False
263,0.04143360855851057,0.1538742350688897,False
264,0.06392878498194102,0.1538742350688897,False
265,0.035488282636870136,0.1538742350688897,False
266,0.04446748246128267,0.1538742350688897,False
267,0.049786253100662176,0.1538742350688897,False
268,0.030602400963899865,0.1538742350688897,False
269,0.03715365448816651,0.1538742350688897,False
270,0.02938948246857356,0.1538742350688897,False
271,0.03815935296197118,0.1538742350688897,False
272,0.053816476653774065,0.1538742350688897,False
273,0.044247672344189075,0.1538742350688897,False
274,0.04762494061440536,0.1538742350688897,False
275,0.03430105630416314,0.1538742350688897,False
276,0.03871030538673965,0.1538742350688897,False
277,0.048833623735580096,0.1538742350688897,False
278,0.031095483487801615,0.1538742350688897,False
279,0.02252958478182971,0.1538742350688897,False
280,0.027483308103773404,0.1538742350688897,False
281,0.024287006849631865,0.1538742350688897,False
282,0.045552340547318604,0.1538742350688897,False
283,0.04352240012370317,0.1538742350688897,False
284,0.0375706212471174,0.1538742350688897,False
285,0.02478548371132629,0.1538742350688897,False
286,0.07613413761476913,0.1538742350688897,False
287,0.044518771775007696,0.1538742350688897,False
288,0.0362919763064266,0.1538742350688897,False
289,0.023692020034496115,0.1538742350688897,False
290,0.05230438435134784,0.1538742350688897,False
291,0.031683881879819846,0.1538742350688897,False
292,0.03739493120558777,0.1538742350688897,False
293,0.052478050500174726,0.1538742350688897,False
294,0.03788882273847711,0.1538742350688897,False
295,0.029453128509456375,0.1538742350688897,False
296,0.036328993710435235,0.1538742350688897,False
297,0.02808875908847782,0.1538742350688897,False
298,0.02977250536356912,0.1538742350688897,False
299,0.02024819438346179,0.1538742350688897,False
300,0.040392502931201404,0.1538742350688897,False
301,0.031148003363729894,0.1538742350688897,False
302,0.027077806561070446,0.1538742350688897,False
303,0.01891125933208517,0.1538742350688897,False
304,0.03989931994524011,0.1538742350688897,False
305,0.039573818862899075,0.1538742350688897,False
306,0.02214622286518825,0.1538742350688897,False
307,0.039926879728381603,0.1538742350688897,False
308,0.050267126415702496,0.1538742350688897,False
309,0.020195033415251376,0.1538742350688897,False
310,0.016907564330924482,0.1538742350688897,False
311,0.023756687937618034,0.1538742350688897,False
312,0.0208895143210071,0.1538742350688897,False
313,0.037542567671513295,0.1538742350688897,False
314,0.026646441770192278,0.1538742350688897,False
315,0.03585157690754484,0.1538742350688897,False
316,0.023292420735595978,0.1538742350688897,False
317,0.03750975717462952,0.1538742350688897,False
318,0.019139621038126168,0.1538742350688897,False
319,0.027224424991005303,0.1538742350688897,False
320,0.02459316319429324,0.1538742350688897,False
321,0.02789010198599354,0.1538742350688897,False
322,0.031243994683357288,0.1538742350688897,False
323,0.05382115229094965,0.1538742350688897,False
324,0.05189221458819512,0.1538742350688897,False
325,0.04020027470817429,0.1538742350688897,False
326,0.03932756192508532,0.1538742350688897,False
327,0.058706704950838004,0.1538742350688897,False
328,0.03306038179091299,0.1538742350688897,False
329,0.05656330863879041,0.1538742350688897,False
330,0.024583445133655017,0.1538742350688897,False
331,0.024440252912612502,0.1538742350688897,False
332,0.028387619197146614,0.1538742350688897,False
333,0.05187989540773723,0.1538742350688897,False
334,0.03434877908712396,0.1538742350688897,False
335,0.050249969590669866,0.1538742350688897,False
336,0.027163483722794327,0.1538742350688897,False
337,0.05116469540101302,0.1538742350688897,False
338,0.055112471245329614,0.1538742350688897,False
339,0.023130414439935354,0.1538742350688897,False
340,0.06063959883235222,0.1538742350688897,False
341,0.03144077545288529,0.1538742350688897,False
342,0.03863432514681152,0.1538742350688897,False
